IsFraud;UserId;Age;RegWeekDay;RegHour;BranchId;MobileFlag;TVFlag;RegistrationId;FamilyStatusId;SexualityId;TrackingcodeFlag;ResidenceCountryId;EmailHostID;IpCountryId;RegCountryEqualsIpCountryFlag
0;4667;49;1;8;TU;0;0;826;1;1;0;4;CD;WX;1
1;101264;28;6;11;DE;0;0;92;1;1;1;2;GH;BX;0
1;87653;58;2;8;PQ;0;0;93;1;1;1;16;KL;UW;0
0;93567;20;3;10;UW;0;0;247;1;1;0;43;EF;MK;1
0;89327;33;4;22;LM;0;0;161;1;3;0;53;AB;QR;1
1;97398;24;1;8;WX;0;0;755;1;1;1;8;FG;UW;1
0;52813;43;0;7;TU;0;0;826;1;3;0;4;AB;WX;1
0;5106;41;2;2;KJ;1;0;3766;1;1;0;15;CD;CX;1
0;101013;18;6;3;LM;0;0;94;1;1;0;53;AB;QR;1
1;108405;38;2;13;XB;0;0;83;3;1;1;8;KL;UW;1
1;27018;90;3;2;GH;0;0;813;1;1;1;3;GH;UW;0
0;20007;43;5;7;TV;1;0;7;1;1;0;43;CD;MK;1
1;43087;29;5;19;OP;0;0;809;1;1;1;16;GH;NJ;0
0;10004;49;5;9;TV;0;0;3327;3;1;0;43;CD;MK;1
0;109052;19;3;13;PQ;0;0;93;2;1;0;16;BC;DA;1
0;23684;58;5;2;UW;0;0;247;3;1;0;43;FG;MK;1
0;30813;42;2;17;UW;0;0;247;3;1;0;43;AB;MK;1
1;108059;36;1;21;PO;0;0;91;1;1;0;17;AB;GE;0
0;3786;40;6;18;XB;0;0;83;1;1;0;8;BC;UW;1
1;8158;43;1;9;OP;0;0;809;1;1;1;6;KL;AW;0
0;14259;28;0;18;WX;0;0;2649;1;1;0;8;KL;UW;1
0;59626;19;2;20;ON;0;0;782;1;1;1;17;CD;AA;0
1;81465;33;6;15;OP;0;0;809;1;1;1;16;GH;CX;0
1;68626;19;1;19;LM;0;0;94;2;1;0;53;EF;QR;1
1;28051;33;4;22;WX;0;1;755;3;1;0;8;KL;UW;1
1;36542;27;3;23;FE;0;0;1988;1;1;1;36;KL;NJ;0
1;9738;31;4;18;WX;0;0;755;1;1;1;8;KL;NJ;0
1;100621;28;5;13;QP;0;0;4596;1;1;1;53;KL;AA;0
1;43427;31;6;10;WX;0;0;748;1;1;1;8;KL;CX;0
1;54811;29;3;0;WX;0;0;755;1;1;1;8;DE;NJ;0
0;24529;32;6;11;DE;0;0;92;1;1;0;2;AB;IJ;1
0;111564;46;0;20;FE;0;0;1988;1;1;0;36;FG;JG;1
0;87305;34;1;18;XB;0;0;152;1;1;0;8;FG;UW;1
0;37735;34;5;15;KL;0;0;831;1;1;0;53;CD;QR;1
0;45087;32;2;9;FE;0;0;1988;2;1;0;36;FG;JG;1
0;14515;29;1;4;TV;0;0;3327;1;1;0;43;FG;MK;1
0;41458;34;3;1;CB;0;0;107;3;1;0;12;CD;CA;1
0;48734;50;0;22;BC;0;0;246;3;1;0;44;KL;FG;1
0;44690;27;1;16;UW;0;0;247;3;1;0;43;CD;MK;1
1;28419;30;5;16;HJ;0;0;817;1;1;0;7;GH;SP;0
0;14336;30;0;21;UW;0;0;247;1;3;0;43;CD;MK;1
1;42460;30;4;19;WX;0;0;755;1;1;1;8;DE;UW;1
1;40906;29;2;11;OP;0;0;809;1;1;1;3;HI;AW;0
1;54124;35;2;0;IK;0;0;105;1;1;1;16;GH;CE;0
0;36527;23;3;23;OP;0;0;3919;1;1;0;16;FG;DA;1
1;100340;30;5;3;WX;0;0;755;1;1;1;8;DE;UW;1
1;96473;31;6;22;CD;0;1;812;1;1;1;2;KL;NJ;0
1;104906;33;4;9;OP;0;0;809;1;1;1;16;HI;QR;0
1;75681;29;5;6;CD;0;0;812;1;1;1;2;KL;AA;0
1;81561;29;6;19;WX;0;0;755;1;1;0;8;HI;AW;0
1;96577;47;0;1;CD;0;0;812;3;1;1;2;KL;UW;0
0;6556;42;5;1;TV;0;0;3327;1;1;0;43;CD;MK;1
1;18983;26;3;14;OP;0;0;1;1;1;1;16;KL;AA;0
1;3220;28;5;18;EG;0;0;1066;1;1;1;6;KL;DA;0
0;78226;25;1;20;LM;0;0;94;1;1;0;53;EF;QR;1
1;62158;35;6;14;KJ;0;0;824;1;1;1;1;KL;NJ;0
0;113867;44;5;11;UW;0;0;247;1;1;0;43;CD;MK;1
1;88169;25;3;0;CD;0;0;812;1;1;1;2;DE;AA;0
0;83682;38;3;3;AB;0;0;825;3;1;0;44;CD;FG;1
0;92928;47;2;16;HJ;0;0;817;2;1;0;7;CD;RT;1
0;50;55;0;2;TV;0;0;3327;1;1;0;43;CD;MK;1
1;20578;27;6;7;WX;0;0;755;1;1;1;8;KL;NJ;0
0;71647;23;5;23;ML;0;0;2009;1;1;0;45;AB;UR;1
1;8718;30;2;12;QP;0;0;1065;1;1;1;18;EF;NJ;1
1;60562;36;4;10;WX;0;0;755;1;1;1;8;FG;AA;0
1;43732;27;6;21;QP;0;0;1065;1;1;1;16;KL;AA;0
1;41505;28;3;2;WX;0;0;755;1;1;1;8;DE;NJ;0
0;22363;32;2;17;KL;0;0;831;1;1;0;53;CD;QR;1
0;35232;59;1;21;KL;0;0;3926;1;1;0;53;KL;QR;1
0;82369;31;1;2;TV;0;0;3327;1;1;0;43;AB;MK;1
0;39258;53;0;13;XB;0;0;83;1;1;0;8;JK;UW;1
1;105639;29;5;11;WX;0;0;755;1;1;1;8;KL;NJ;0
1;894;29;1;17;WX;0;0;755;1;1;1;8;FG;UW;1
1;54611;28;2;18;PR;0;0;802;1;2;1;31;GH;NJ;0
1;101832;46;0;7;OP;0;0;809;3;1;1;16;KL;UW;0
1;140;28;0;9;XA;0;0;781;1;1;1;17;KL;EF;0
1;87024;36;1;8;WX;0;1;755;1;1;1;8;KL;UW;1
0;97669;51;1;17;KL;0;0;831;1;1;0;53;KL;QR;1
0;42750;29;5;5;UW;0;0;247;1;1;0;43;CD;MK;1
1;109369;27;4;1;GH;0;0;813;1;1;1;3;GH;NJ;0
1;111991;28;1;18;WX;0;0;755;1;1;1;8;KL;UW;1
0;83215;33;2;12;LM;0;0;161;1;1;0;53;CD;QR;1
1;41758;29;3;16;WX;0;0;755;1;1;0;8;DE;NJ;0
0;55827;35;4;13;JK;0;0;166;2;1;0;3;CD;BX;0
1;29569;27;0;19;WX;0;0;755;1;1;1;8;KL;NJ;0
0;108397;36;2;13;FE;0;0;927;1;1;0;36;FG;JG;1
1;43601;29;6;18;BD;0;0;104;1;1;1;5;GH;AA;0
0;7868;41;0;20;AB;0;0;912;3;1;0;44;CD;FG;1
0;369;35;0;20;UW;0;0;247;3;1;0;43;KL;MK;1
0;17719;41;1;1;LM;0;0;94;2;1;0;53;FG;QR;1
0;104734;48;4;0;KL;0;0;1989;3;1;0;53;CD;QR;1
0;78876;35;2;18;ML;0;0;2009;3;1;1;45;KL;UR;1
0;98575;29;2;19;UW;0;0;247;1;1;0;43;CD;MK;1
1;113880;29;5;11;XB;0;0;83;1;1;1;8;KL;NJ;0
1;63490;41;1;13;OP;1;0;3980;2;1;0;16;KL;RT;0
0;21287;30;0;14;CE;0;0;3007;1;1;0;14;KL;BW;1
0;23204;54;4;3;LM;0;0;161;1;1;0;53;CD;QR;1
0;17505;33;0;18;AB;0;0;825;3;1;0;44;CD;FG;1
0;76205;24;5;23;CD;0;0;3073;1;1;0;2;CD;IJ;1
0;78429;35;2;5;AB;0;0;825;2;1;0;44;EF;FG;1
0;6806;30;5;13;KL;0;0;831;3;1;1;53;KL;QR;1
1;93287;29;3;1;WX;0;1;755;1;1;1;8;FG;BW;0
1;93778;24;3;16;GH;0;0;813;1;1;0;7;CD;MN;1
0;70932;25;4;23;LM;0;0;94;3;1;0;53;AB;QR;1
0;95860;39;6;4;KL;0;0;1989;1;1;0;53;CD;QR;1
0;28036;30;4;21;BC;0;0;246;1;1;0;44;CD;FG;1
0;25035;33;0;1;AB;0;0;825;1;1;0;44;CD;FG;1
1;84339;26;4;8;GF;0;0;228;1;2;1;36;KL;CX;0
1;77384;29;0;13;WX;0;0;1;1;1;1;8;DE;EF;0
0;49843;71;2;15;PR;0;0;802;3;1;0;31;FG;RQ;1
0;17221;47;0;5;TU;0;0;826;3;1;0;4;FG;WX;1
1;43304;52;6;3;BC;0;0;246;3;1;0;44;AB;FG;1
0;21540;35;1;0;AB;0;0;825;3;1;0;44;AB;FG;1
1;54307;42;2;9;XB;0;0;83;1;1;1;8;KL;UW;1
1;106353;28;6;13;WX;0;0;755;1;1;1;8;DE;NJ;0
1;92006;57;1;13;HJ;0;0;817;1;1;0;7;EF;NJ;0
0;5898;29;3;19;CE;1;0;3765;2;1;1;14;CD;BW;1
0;17430;50;0;15;BC;0;0;246;3;3;0;44;EF;FG;1
1;87265;29;1;17;AC;0;0;811;1;1;1;5;AB;NJ;0
1;105106;18;4;16;WX;0;0;755;1;1;0;8;KL;UW;1
1;47988;29;6;19;PR;0;0;1;1;1;1;31;GH;AA;0
0;5393;52;2;18;AB;0;0;4054;3;1;0;44;FG;FG;1
0;17120;38;0;0;DF;0;0;98;1;1;0;43;CD;MK;0
0;18088;54;1;19;CE;0;0;3007;3;1;0;14;AB;BW;1
0;9311;38;3;19;AB;0;0;825;3;1;0;44;CD;FG;1
1;78279;31;1;22;MN;0;0;1;1;2;1;40;KL;CX;0
0;97971;20;2;2;WX;0;0;755;1;1;0;8;BC;UW;1
1;24654;30;6;14;HJ;0;0;817;1;1;0;3;EF;NJ;0
1;80453;33;5;9;KJ;0;0;577;1;2;1;15;EF;US;0
0;42969;26;5;16;CE;0;0;3007;1;1;0;14;CD;BW;1
0;65986;45;5;5;LM;0;0;94;3;1;0;53;KL;QR;1
0;72566;68;0;12;PQ;0;0;154;2;1;0;16;FG;DA;1
1;88579;30;3;16;WX;0;0;755;1;1;1;8;KL;CX;0
1;5738;29;3;13;CE;0;0;1;1;1;1;14;DE;CX;0
0;77025;32;6;23;DF;0;0;98;3;1;0;14;CD;BW;1
0;26449;62;2;1;LM;0;0;161;1;1;0;53;FG;QR;1
1;70063;28;3;17;CD;0;1;812;1;1;1;8;KL;AW;0
0;45586;23;3;5;PR;0;0;802;2;1;0;31;CD;RQ;1
1;101887;29;0;9;WX;0;0;755;1;1;1;8;KL;HI;0
1;68536;31;1;16;EF;0;0;4017;1;1;1;1;CD;OL;0
0;108551;34;2;18;WX;0;0;748;1;1;0;8;CD;UW;1
0;18956;46;3;13;LM;0;0;94;1;1;0;53;KL;QR;1
1;95951;29;6;8;WX;0;0;755;1;1;1;8;FG;UW;1
1;102796;29;1;10;XB;0;0;83;1;1;1;8;DE;AA;0
0;1755;50;3;10;CE;0;0;3471;3;1;0;14;AB;BW;1
0;103908;42;2;22;XB;0;0;83;1;1;0;8;KL;UW;1
0;11616;43;1;22;WX;0;0;755;2;1;0;8;JK;UW;1
0;11008;33;0;14;FE;0;0;1988;1;1;0;36;FG;JG;1
0;19375;49;4;3;UW;0;0;247;3;1;0;43;FG;MK;1
1;58892;28;1;15;QS;0;0;101;1;1;1;9;AB;AW;0
0;109212;30;3;20;BC;0;0;246;2;1;0;44;CD;FG;1
1;37545;27;5;11;PR;0;0;802;1;1;1;31;KL;AA;0
0;89369;43;4;23;WX;0;0;748;1;1;0;8;JK;UW;1
1;47634;33;6;8;VX;0;0;807;1;1;1;3;AB;US;1
0;21170;46;0;6;TV;0;0;3327;3;1;0;43;CD;MK;1
0;103345;40;2;3;LM;0;0;161;2;1;0;53;CD;QR;1
1;8173;26;1;10;XA;0;0;1;1;2;1;12;KL;AW;0
1;80959;28;6;0;WX;0;0;755;1;1;1;8;KL;BX;0
1;42219;29;4;11;RQ;0;0;108;1;1;1;3;KL;NJ;1
0;22725;36;3;7;BC;0;0;246;1;1;0;44;CD;FG;1
0;30654;28;2;14;UV;0;0;801;1;1;0;25;FG;GI;1
0;58052;37;0;4;KL;0;0;831;1;1;0;53;KL;QR;1
0;26484;34;2;3;TU;1;0;7;1;1;1;4;FG;WX;1
1;106914;44;0;5;DE;0;0;92;3;1;1;2;KL;UW;0
0;6157;57;4;9;QS;0;0;159;1;1;0;31;FG;RQ;1
1;85874;26;6;11;CE;0;0;3471;1;1;0;14;CD;BW;1
0;11372;30;1;8;KL;0;0;3926;1;1;0;53;CD;QR;1
1;73204;43;1;10;WX;0;0;755;3;1;1;8;KL;UW;1
1;20671;28;6;12;WX;0;0;755;1;1;1;8;IJ;NJ;0
1;86208;31;6;20;XB;0;0;83;1;1;1;8;DE;CX;0
0;93962;51;3;20;XB;0;0;83;3;1;0;8;AB;UW;1
1;75913;27;5;12;QP;0;0;1065;1;1;1;5;KL;CX;0
1;114409;29;6;9;WX;0;0;755;1;1;1;8;GH;NJ;0
1;30729;28;2;16;CD;0;0;812;1;1;1;2;DE;UW;0
0;47249;56;5;19;FE;0;0;1988;1;1;0;36;FG;JG;1
0;17905;30;1;13;WX;0;1;755;1;1;1;8;KL;NJ;0
1;890;30;1;17;WX;0;0;755;1;1;1;8;KL;UW;1
1;69727;34;3;6;WX;0;0;1;1;1;1;8;CD;NJ;0
1;88079;57;2;21;DE;0;0;92;1;1;1;2;KL;UW;0
0;22113;29;2;5;WX;0;0;755;1;1;1;8;FG;UW;1
1;68455;35;1;13;RQ;0;0;108;1;1;1;2;GH;AW;0
1;21834;33;1;18;WX;0;1;755;1;1;1;8;CD;CX;0
0;63474;23;1;13;CB;0;0;107;1;1;0;12;AB;CA;1
0;25358;39;0;14;KL;0;0;831;1;1;0;53;AB;QR;1
0;12948;40;4;14;DF;0;0;98;1;1;0;14;CD;BW;1
0;32893;31;6;2;TU;0;0;826;1;1;0;4;CD;WX;1
1;97444;30;1;10;WX;0;0;755;1;1;1;8;DE;MN;0
1;65445;28;4;11;PQ;0;0;93;1;1;1;16;KL;UW;0
1;46812;30;5;2;HJ;0;0;1;1;1;1;51;GH;CE;0
0;76077;39;5;17;AB;0;0;825;1;1;0;44;CD;FG;1
0;18419;33;2;12;PR;1;0;3856;1;1;0;31;KL;RQ;1
1;98651;35;2;21;CD;0;0;812;1;1;1;2;CD;IJ;1
1;67065;27;6;13;RQ;0;0;108;1;1;1;8;KL;UW;0
0;21079;32;0;2;LM;0;0;94;3;1;0;53;AB;QR;1
1;12116;46;2;22;PR;0;0;3920;1;1;0;31;FG;RQ;1
0;91460;26;0;19;TV;0;0;827;3;1;0;43;CD;MK;1
0;51437;34;5;9;AB;0;0;825;1;1;0;44;FG;FG;1
1;6771;32;5;12;WX;0;0;1;1;1;1;8;DE;UW;1
0;70389;66;4;3;AB;0;0;825;1;1;0;44;CD;FG;1
0;89684;50;5;9;BC;0;0;246;1;1;0;44;CD;FG;1
1;105033;43;4;14;WX;0;0;755;1;1;1;8;KL;AA;0
0;65979;35;5;4;CE;0;0;3007;1;1;0;14;KL;BW;1
1;895;30;1;17;WX;0;0;755;1;1;1;16;KL;UW;1
1;54884;29;3;3;EG;0;0;1066;2;1;1;6;GH;NJ;0
1;59109;40;2;0;WX;1;0;3749;1;1;0;8;JK;UW;1
1;28224;29;5;7;OP;0;0;809;1;2;1;16;KL;NJ;0
1;93690;28;3;14;LK;0;0;106;1;1;1;15;KL;NJ;0
0;55818;21;4;12;WX;0;1;755;1;1;0;8;FG;UW;1
1;83054;29;2;6;CD;0;0;812;1;1;1;2;EF;NJ;0
0;112543;43;3;5;LM;0;0;94;3;1;0;53;FG;QR;1
1;90620;33;6;13;QP;0;0;4596;1;1;1;8;FG;UW;0
0;1323;46;2;14;IK;0;0;155;3;1;0;7;KL;RT;1
0;9321;52;3;20;LM;0;0;94;1;1;0;53;CD;QR;1
0;105489;37;5;5;UW;0;0;247;3;1;0;43;CD;MK;1
1;92307;29;1;23;XB;0;0;83;1;1;1;8;KL;NJ;0
1;669;42;1;9;WX;0;0;755;1;1;1;8;KL;AW;0
0;11362;37;1;7;KL;1;0;3849;1;3;0;53;CD;QR;1
1;32840;27;6;0;XA;0;0;1;1;1;1;12;DE;NJ;0
0;111367;33;0;13;LM;0;0;94;1;1;0;53;CD;QR;1
0;68834;20;2;0;HJ;1;0;3769;1;1;0;7;CD;RT;1
1;89169;42;4;17;HJ;0;0;817;1;1;0;7;AB;RT;1
1;85699;30;6;6;HJ;0;0;817;1;1;0;7;KL;CX;0
0;40532;24;1;23;UW;0;0;247;1;1;0;43;CD;MK;1
0;60889;53;4;22;WX;0;0;755;3;1;0;8;JK;UW;1
0;96121;21;6;13;VW;0;0;233;1;1;0;25;FG;GI;1
0;10689;40;6;21;KL;0;0;3926;1;1;0;53;FG;QR;1
1;52855;29;0;8;WX;0;0;755;1;1;1;8;HI;CX;0
1;75510;30;4;21;WX;0;0;755;1;1;1;8;DE;NJ;0
0;54770;28;2;23;WX;0;0;755;1;1;0;8;BC;UW;1
0;113417;19;4;17;CE;0;0;804;1;1;0;14;AB;BW;1
1;72360;29;0;3;TV;0;0;827;1;1;1;43;KL;AW;0
0;66759;49;6;3;XB;0;0;152;3;1;0;8;JK;UW;1
0;19749;43;4;20;LM;0;0;94;1;1;0;53;CD;QR;1
0;99836;33;4;11;AB;0;0;4054;1;1;0;44;CD;FG;1
1;12347;28;3;9;WX;0;0;755;1;1;1;8;KL;AW;0
1;33279;31;6;14;XB;0;0;83;1;1;1;8;KL;UW;1
0;47191;51;5;17;BC;0;0;246;2;1;0;44;AB;FG;1
0;22137;19;2;7;HJ;0;0;2886;1;1;0;7;AB;NJ;0
1;104757;28;4;1;PR;0;0;802;1;1;1;31;KL;LK;0
1;84195;29;3;23;LK;0;0;106;1;1;1;15;GH;NJ;0
1;56831;26;5;18;KM;0;0;1999;1;1;1;53;AB;NJ;0
1;43778;30;6;22;CE;0;0;804;1;1;1;14;KL;AW;0
0;89882;21;5;15;DF;0;0;98;1;1;0;14;KL;BW;1
0;113841;43;5;9;GF;0;0;228;1;1;0;36;FG;JG;1
0;111429;28;0;15;FE;0;0;927;1;1;0;36;AB;JG;1
0;94066;26;3;22;QR;1;0;3770;1;1;0;16;CD;DA;1
0;4012;26;0;3;LM;0;0;161;1;1;0;53;CD;QR;1
0;51318;53;5;3;UW;0;0;247;1;1;1;43;AB;MK;1
1;22871;31;3;15;GI;0;0;1;1;1;1;7;KL;CE;0
1;33624;30;6;20;PR;0;0;1;1;2;1;31;AB;AW;0
1;47116;43;5;15;XB;0;0;83;1;1;1;4;KL;NJ;0
1;53885;28;1;17;AC;0;0;811;1;1;1;5;CD;NJ;0
0;105231;18;4;21;LM;0;0;94;1;1;0;53;AB;QR;1
0;12828;43;4;7;TU;0;0;826;1;1;0;4;CD;WX;1
0;53393;47;1;0;WX;0;1;755;2;1;0;8;FG;UW;1
0;105415;44;5;2;KL;0;0;1989;1;1;0;53;FG;QR;1
1;33529;27;6;18;KL;0;0;831;1;1;1;53;KL;AA;0
1;100272;38;5;0;WX;0;0;755;1;1;1;8;FG;RT;0
1;71975;49;6;14;OP;0;0;809;1;1;1;16;KL;UW;0
0;29282;22;0;6;TV;1;0;7;1;1;0;43;CD;MK;1
1;74226;28;3;0;LM;0;0;94;1;1;1;53;EF;NJ;0
1;58794;27;1;12;WX;0;0;755;1;1;1;8;FG;UW;1
1;96316;30;6;18;FH;0;0;227;1;1;1;6;DE;NJ;0
0;47296;50;5;20;BC;0;0;246;1;1;0;44;CD;FG;1
1;68841;20;2;1;WX;1;1;3749;1;1;1;8;FG;UW;1
1;72428;27;0;7;CE;0;0;804;1;1;1;14;KL;AW;0
1;56579;26;5;12;CE;0;0;804;1;2;1;14;KL;RT;0
0;26595;61;2;11;FE;0;0;927;3;1;0;36;FG;JG;1
1;57362;30;6;10;CB;0;0;107;1;1;1;12;KL;AA;0
1;58810;33;1;13;WX;0;0;755;1;1;1;8;KL;UW;1
0;6933;33;5;18;TV;0;0;827;3;1;0;43;CD;MK;1
1;85367;30;5;18;GH;0;0;813;1;1;0;3;KL;JF;0
1;59955;38;3;10;XA;0;0;781;1;1;1;12;GH;AA;0
1;79707;31;4;0;OP;0;0;809;1;1;1;16;KL;AW;0
1;5701;33;3;11;XA;0;0;781;1;1;1;12;KL;UW;0
1;53857;35;1;17;CE;0;0;3007;1;1;0;14;CD;VX;0
1;47593;36;6;7;IJ;0;0;1;2;2;1;3;CD;MN;1
1;81438;34;6;14;AC;1;0;3771;2;1;0;5;KL;CX;0
0;36757;41;4;11;UV;0;0;801;1;1;0;25;FG;GI;1
0;48538;43;0;15;VW;0;0;234;3;1;0;25;FG;GI;1
1;84934;29;5;7;WX;0;0;755;1;1;1;8;GH;NJ;0
1;46453;46;4;14;CD;0;0;812;1;1;1;2;KL;UW;0
1;32909;29;6;2;CD;0;0;812;1;1;0;2;KL;CX;0
0;59267;25;2;9;FE;0;0;927;1;1;0;36;FG;JG;1
0;27169;29;3;10;HJ;0;0;3921;2;1;0;7;AB;RT;1
0;29231;56;0;3;LM;0;0;161;2;1;0;53;KL;QR;1
0;88235;40;3;4;LM;0;0;161;3;1;0;53;CD;QR;1
1;1381;27;2;16;HJ;0;0;817;1;1;0;7;KL;CE;0
1;44574;32;1;12;HJ;0;0;817;1;1;0;8;CD;CE;0
0;106086;48;6;2;UW;0;0;247;3;1;0;43;CD;MK;1
1;57408;27;6;11;RQ;0;0;108;1;1;1;6;KL;NJ;1
0;109768;20;4;18;UW;0;0;247;1;1;0;43;CD;MK;1
1;71455;35;5;17;WX;0;0;755;1;1;1;8;KL;UW;1
1;76902;25;6;20;PR;0;0;802;1;1;1;31;FG;NJ;0
1;101738;31;0;3;XA;0;0;781;1;1;1;12;FG;NJ;0
0;14528;46;1;5;TV;0;0;3327;1;1;0;43;AB;MK;1
0;65919;25;5;1;HJ;0;0;817;1;1;0;7;CD;RT;1
0;34602;62;1;2;KL;0;0;3926;2;1;0;53;FG;QR;1
1;79152;29;3;4;EF;0;0;4017;1;1;1;1;KL;NJ;0
0;100775;28;5;18;KL;0;0;3926;1;1;0;53;CD;QR;1
1;84937;33;5;7;VX;0;0;1;1;1;1;14;HI;CX;0
1;56621;30;5;13;WX;0;1;755;1;1;1;8;KL;UW;1
1;95208;30;5;11;XA;0;0;781;1;1;1;12;DE;AA;0
1;72120;28;6;17;QP;0;0;1065;1;1;1;40;CD;UV;0
1;100122;27;4;20;QP;0;0;4596;1;1;1;18;DE;NJ;1
1;90514;26;6;10;OP;0;0;809;1;1;1;16;KL;NJ;0
0;20873;38;6;20;WX;1;0;3749;1;1;0;8;AB;UW;1
1;85782;28;6;9;HJ;0;0;817;1;1;0;7;GH;NJ;0
1;97892;28;2;0;QP;0;0;4596;1;1;1;31;KL;RQ;0
0;20946;21;6;22;WX;0;0;748;1;1;0;8;FG;UW;1
0;40236;54;1;16;CE;0;0;3007;3;1;0;14;CD;BW;1
1;464;33;1;0;OP;0;0;809;1;1;0;16;KL;NJ;0
0;49852;42;2;15;XB;0;0;152;3;1;0;8;FG;UW;1
1;51594;36;5;13;IK;0;0;105;1;1;1;7;CD;CE;0
1;49479;29;2;2;AC;0;0;811;1;1;1;5;DE;NJ;0
1;26769;35;2;17;EG;0;0;908;1;1;1;6;AB;BX;0
0;68581;30;1;17;QR;0;0;903;2;1;0;16;FG;DA;1
0;96884;48;0;14;KL;0;0;3926;3;1;0;53;FG;QR;1
0;18998;57;3;14;WX;1;0;3749;1;1;0;8;AB;UW;1
0;48650;32;0;18;CE;0;0;3626;3;1;0;14;KL;BW;1
0;15095;40;2;20;TV;0;0;3327;1;1;0;43;CD;MK;1
0;21612;28;1;5;KL;0;0;831;1;1;0;53;CD;QR;1
1;108934;29;3;8;AC;0;0;811;1;1;1;5;DE;NJ;0
0;65886;23;5;0;LM;0;0;94;1;1;0;53;AB;QR;1
1;111125;30;0;1;OP;0;0;809;1;1;1;16;DE;NJ;0
0;113009;18;3;22;LM;0;0;94;1;1;0;53;AB;QR;1
1;80417;30;5;8;WX;0;0;755;1;1;1;8;CD;AA;0
0;60438;51;4;2;BC;0;0;246;1;1;0;44;KL;FG;1
0;61552;41;5;20;LM;0;0;161;1;1;0;53;FG;QR;1
1;35376;29;2;0;WX;0;0;755;1;1;1;8;KL;AW;0
0;14574;26;1;9;VW;0;0;234;1;1;0;25;FG;GI;1
0;19936;36;5;4;TU;0;0;826;1;1;0;4;CD;WX;1
0;100008;42;4;16;LM;0;0;94;1;1;0;53;FG;QR;1
0;66031;21;5;7;UW;0;0;247;1;1;0;43;AB;MK;1
0;23306;37;4;9;HJ;1;0;3769;3;1;0;7;KL;RT;1
0;53349;51;0;22;UW;0;0;247;3;1;0;43;CD;MK;1
0;7539;24;0;2;LM;0;0;161;1;1;0;53;CD;QR;1
0;60632;41;4;13;KL;0;0;3926;3;3;0;53;FG;QR;1
0;76751;57;6;16;PR;0;0;3920;2;1;0;31;AB;RQ;1
1;92552;38;2;7;XB;0;0;83;1;1;1;2;HI;QR;0
1;2852;29;5;5;WX;0;0;755;1;1;1;8;KL;AW;0
1;32344;31;5;12;WX;0;0;755;1;1;1;8;CD;UV;0
1;69222;33;2;16;CD;0;0;812;1;1;1;2;KL;IJ;1
1;70559;29;4;11;WX;0;0;755;1;1;1;8;FG;UW;1
0;76704;39;6;15;FE;0;0;927;3;1;0;36;FG;JG;1
